,Unnamed: 0,lien_http,note,Nb_votes,Nb_carnets,Titre,Temps,Niveau,eco,nb_part,ingrédients
17,17,https://www.marmiton.org/recettes/recette_tajine-aux-legumes-d-hiver_343507.aspx,5.0,2.0,212.0,Tajine aux légumes d'hiver,55 min,facile,Coût moyen,2.0,"['1 cuillère à café de curry rouge', '2 navets', '3 pommes de terre', '1 oignon', '1 poireau', '1 citron', '6 figues sèches', ""1 cuillère à soupe d'huile olive"", '1 cuillère à soupe de sel', ""2 gousses d'ail"", '1 cuillère à café de cumin', ""1 poignée d'arachide""]"
18,18,https://www.marmiton.org/recettes/recette_poularde-rotie-aux-fruits-d-hiver_11660.aspx,4.8,92.0,3600.0,Poularde rôtie aux fruits d'hiver,1h30,très facile,bon marché,6.0,"['1 poularde de 2 kg', '400 g de riz blanc et riz sauvage,', '1 citron', '1 orange', '1 oignon', '1 branche de céleri', '2 feuilles de laurier', ""1 cuillère à café d'épices en poudre (muscade, girofle, cannelle et poivre)"", '12 pruneaux', '50 g de raisins secs', '6 abricots secs', ""50 g d'amandes entières"", ""50 g d'amandes effilées"", '100 g de beurre', 'Sel']"
19,19,https://www.marmiton.org/recettes/recette_feuillete-de-legume-d-hiver_304698.aspx,3.0,1.0,105.0,Feuilletés aux légumes d'hiver,45 min,facile,bon marché,6.0,"['1/2 chou-fleur', '3 carottes', '2 poireaux', '1 pâte feuilletée', ""1 jaune d'oeuf"", ""1 filet d'huile d'olive"", 'brin de persil haché', 'brin de coriandre', 'Sel', 'Poivre', 'Romarin', '2 cuillères à soupe de sauce soja']"
20,20,https://www.marmiton.org/recettes/recette_tarte-couronne-aux-legumes-d-hiver_346496.aspx,4.0,17.0,6600.0,Tarte couronne aux légumes d'hiver,50 min,facile,bon marché,4.0,"['1 pâte feuilletée', '200 g de feta', '500 g de potiron', '2 panais', '1 cuillère à café de thym', ""3 cuillères à soupe d'huile d'olive"", ""1 jaune d'oeuf"", 'Sel', 'Poivre']"
21,21,https://www.marmiton.org/recettes/recette_confiture-de-bourgeons-de-sapin_17073.aspx,4.0,2.0,179.0,Confiture de bourgeons de sapin,1h30,facile,bon marché,4.0,"['3 kg de sucre (pour 1 litre de jus)', '2 citrons (pour 1 litre de jus)']"
22,22,https://www.marmiton.org/recettes/recette_soupe-reconfortante-aux-legumes-d-hiver_232743.aspx,4.5,12.0,3200.0,Soupe réconfortante aux légumes d'hiver,1h30,facile,bon marché,4.0,"['2 carottes', '2 pommes de terre', '1 poireau', '1 navet', '250 g de potiron (ou de courge)', '1 oignon rouge', '1 courgette', '1 pincée de sel', '1 pincée de poivre', ""2 cuillères à soupe d'huile d'olive"", '10 g de beurre salé', '1 pincée de herbes de Provence', '20 cl de crème fraîche']"
23,23,https://www.marmiton.org/recettes/recette_soupe-reconfortante-aux-legumes-d-hiver_232743.aspx,4.5,12.0,3200.0,Soupe réconfortante aux légumes d'hiver,1h30,facile,bon marché,4.0,"['2 carottes', '2 pommes de terre', '1 poireau', '1 navet', '250 g de potiron (ou de courge)', '1 oignon rouge', '1 courgette', '1 pincée de sel', '1 pincée de poivre', ""2 cuillères à soupe d'huile d'olive"", '10 g de beurre salé', '1 pincée de herbes de Provence', '20 cl de crème fraîche']"
24,24,https://www.marmiton.org/recettes/recette_soupe-d-hiver-aux-pommes-de-terre_20525.aspx,4.8,37.0,16000.0,Soupe d'hiver aux pommes de terre,1 h,très facile,bon marché,6.0,"['10 pommes de terre farineuses', '4 carottes', '1 demi de céleri rave', '1 poireau', '5 tranches de lard fumé du boucher', '1 saucisse de morteau', '1 fond de volaille', 'Boeuf ou légumes', '2 cuillères de crème fraîche', '1 botte de cerfeuil']"
26,26,https://www.marmiton.org/recettes/recette_poelee-de-legumes-d-hiver_42671.aspx,4.2,9.0,338.0,Poêlée de légumes d'hiver,40 min,très facile,bon marché,4.0,"['1/2 citrouille moyenne', '1 poireau', '300 g de carotte', '3 pommes de terre moyennes', '1 oignon', 'Matière grasse (environ 1 cuillère à café bombée)', '1 bouillon cube', 'Eau', '4 bonnes cuillères de crème épaisse', 'Poivre', 'Sel']"
27,27,https://www.marmiton.org/recettes/recette_potage-vert-d-hiver_315323.aspx,5.0,3.0,657.0,Potage vert d'hiver,50 min,facile,bon marché,4.0,"['50 g de mâche', '4 poireaux', '1/2 radis noir', '1 oignon', '1 pomme de terre', '1 bouillon de petit-salé']"
28,28,https://www.marmiton.org/recettes/recette_cake-reveur-pour-l-hiver_33866.aspx,4.7,7.0,297.0,Cake rêveur pour l'hiver,50 min,très facile,Coût moyen,6.0,"['150 g de farine', '150 g de sucre semoule', '2 oeufs', '1 yaourt nature', '1/2 sachet de levure chimique', ""10 cl d'huile d'arachide"", '300 g de marrons glacés', '3 cuillères à soupe de crème de marron pour la pâte', '3 cuillères à soupe de crème de marron pour mettre entre deux couches de pâte (à cru)', ""4 cuillères à soupe d'Alcool à votre convenance (cointreau, armagnac, cognac ...)""]"
29,29,https://www.marmiton.org/recettes/recette_salade-composee-d-hiver_65641.aspx,5.0,2.0,449.0,Salade composée d'hiver,15 min,très facile,Coût moyen,6.0,"['3 endives', '2 pommes', '350 g de crevette rose', '2 avocats', '3 mandarines', '150 g de poulet', '12 cerneaux de noix', '2 citrons']"
30,30,https://www.marmiton.org/recettes/recette_estouffade-de-veau-aux-legumes-d-hiver_43594.aspx,4.6,12.0,409.0,Estouffade de veau aux légumes d'hiver,50 min,facile,Coût moyen,4.0,"['1 morceau de noix de veau de 800 g (ou 800 g de blanquette de veau)', '200 g de céleri rave', '200 g de radis noir', '200 topinambours', '200 g de carotte', '200 g de navet', '200 g de pomme de terre', '2 échalotes', ""Huile d'olive"", 'Beurre', '2 cuillères à soupe de cerfeuil haché', 'Thym', 'Laurier', 'Poivre', 'Sel']"
31,31,https://www.marmiton.org/recettes/recette_potage-de-legumes-d-hiver_343151.aspx,0.0,0.0,139.0,Potage de légumes d'Hiver,30 min,facile,bon marché,4.0,"['5 carottes', '1 oignon', '2 poireaux', '2 navets', '1 branche de céleri', '20 g de beurre', ""1 l d'eau"", '1 pincée de sel', '1 pincée de poivre']"
32,32,https://www.marmiton.org/recettes/recette_legumes-d-hiver-rotis-au-four_222157.aspx,4.6,27.0,2000.0,Légumes d'hiver rôtis au four,50 min,facile,bon marché,4.0,"['4 carottes', '300 g de courge (potiron, potimarron...)', '4 pommes de terre', '6 navets', ""5 cl d'huile d'olive"", 'Poivre', 'Sel', ""1 cuillère à café d'épices au choix, piment, curcuma, curry en poudre...""]"
33,33,https://www.marmiton.org/recettes/recette_crumble-de-legumes-d-hiver_315272.aspx,0.0,0.0,117.0,Crumble de légumes d'hiver,1h05,facile,bon marché,4.0,"['3 carottes', 'feuille de chou vert', '400 g de navet', '50 cl de bouillon de légumes', '60 g de farine', '30 g de comté', ""30 g de flocons d'avoine"", '60 g de beurre bien froid']"
34,34,https://www.marmiton.org/recettes/recette_estouffade-de-veau-aux-legumes-d-hiver_43594.aspx,4.6,12.0,409.0,Estouffade de veau aux légumes d'hiver,50 min,facile,Coût moyen,4.0,"['1 morceau de noix de veau de 800 g (ou 800 g de blanquette de veau)', '200 g de céleri rave', '200 g de radis noir', '200 topinambours', '200 g de carotte', '200 g de navet', '200 g de pomme de terre', '2 échalotes', ""Huile d'olive"", 'Beurre', '2 cuillères à soupe de cerfeuil haché', 'Thym', 'Laurier', 'Poivre', 'Sel']"
35,35,https://www.marmiton.org/recettes/recette_legumes-d-hiver-au-four_30859.aspx,4.3,22.0,4400.0,Légumes d'hiver au four,35 min,très facile,bon marché,4.0,"['500 g de pomme de terre nouvelles (choisissez les toutes petites, sinon, coupez-les en deux ou en quatre)', '550 g de courge (citrouille, courgette, etc.) en gros cubes de 4 cm', '2 oignons coupés en 8', ""3 cuillères à soupe d'huile d'olive"", 'Fleur de sel', '1 branche de romarin frais']"
36,36,https://www.marmiton.org/recettes/recette_lasagnes-d-hiver-au-chou-fleur_350085.aspx,4.6,5.0,315.0,Lasagnes d'hiver au chou-fleur,1h35,facile,bon marché,4.0,"['1 paquet de lasagnes', '1 chou-fleur', '1 barquette de lardons', '20 g de beurre', '20 g de farine', '20 cl de lait', 'Muscade', 'Parmesan', 'Sel', 'Poivre']"
37,37,https://www.marmiton.org/recettes/recette_petite-poelee-de-legumes-d-hiver_314946.aspx,4.4,5.0,101.0,Petite poêlée de légumes d'hiver,20 min,facile,bon marché,4.0,"['2 panais', '2 poireaux', ""2 carottes (blanches si l'on veut rester dans la même gamme de couleurs)"", '1 pincée de sel', '1 pincée de poivre']"
38,38,https://www.marmiton.org/recettes/recette_tarte-d-hiver-aux-fruits-secs_20448.aspx,5.0,3.0,187.0,Tarte d'hiver aux fruits secs,1h10,facile,bon marché,6.0,"['1 pâte', '80 g de raisins secs', '160 g de datte', '160 g de figue sèches', ""40 g d'amandes effilées"", '130 g de crème fraîche', '3 oeufs', '40 g de sucre', '1 pincée de sel']"
39,39,https://www.marmiton.org/recettes/recette_salade-d-hiver-au-chou-vert_34088.aspx,4.6,37.0,6700.0,Salade d'hiver au chou vert,45 min,très facile,bon marché,4.0,"['1 chou vert', '4 oeufs', '200 g de lardons fumés', '1 pomme', '50 g de croûtons aillés', 'Vinaigrette aux échalotes']"
40,40,https://www.marmiton.org/recettes/recette_tourte-d-hiver-aux-4-fruits_44348.aspx,4.3,3.0,1300.0,Tourte d'hiver aux 4 fruits,1h45,Niveau moyen,Coût moyen,11.0,"['250 g de farine', '125 g de beurre ou margarine', ""1 verre d'eau"", '1 pincée de sel', '1 cuillère à soupe de sucre', '3 bananes', ""250 g d'abricot secs"", '500 g de pruneau', ""1 boîte d'ananas en morceaux (ou ananas frais)"", '1 petit verre de rhum', '2 oeufs', '125 g de sucre', '25 cl de lait entier ou de crème', '1 sachet de sucre vanillé']"
41,41,https://www.marmiton.org/recettes/recette_soupe-d-hiver-a-la-tomate_44811.aspx,4.5,2.0,186.0,Soupe d'hiver à la tomate,40 min,très facile,bon marché,4.0,"['1.5 l de bouillon de légumes', '4 saucisses fumées ou 1 belle saucisse de Morteaux', '2 oignons émincés finement', '100 g de lardons', '100 ml de concentré de tomates', 'feuille de basilic', ""1 cuillère à soupe d'huile d'olive""]"
42,42,https://www.marmiton.org/recettes/recette_taboule-de-quinoa-aux-legumes-d-hiver_336715.aspx,5.0,1.0,130.0,Taboulé de quinoa aux légumes d’hiver,55 min,facile,bon marché,5.0,"['400 g de quinoa cuit', '50 g de boulgour cuit', '1 brocoli', '600 g de carotte', '100 g de pistaches cuites salées', '1 petite boîte de pois chiches', '2 citrons bio', '10 cuillères à soupe de jus de pomme', '2 cuillères à soupe de miel', ""4 cuillères à soupe d'huile d'olive"", '1 bouquet de persil', 'Poivre', 'Sel']"
43,43,https://www.marmiton.org/recettes/recette_croustillants-aux-fruits-d-hiver_19293.aspx,4.3,7.0,720.0,Croustillants aux fruits d'hiver,30 min,facile,Coût moyen,4.0,"['4 feuilles de brick', '2 pommes', '1 poire bien mûre', '8 figues sèches ou pruneaux', 'Noix hachées ou pistaches', '20 g de beurre', '80 g de sucre en poudre', '1 pointe de couteau', 'Cannelle en poudre']"
44,44,https://www.marmiton.org/recettes/recette_salade-de-fruit-d-hiver_66712.aspx,4.6,5.0,2500.0,Salade de fruit d'hiver,15 min,facile,Coût moyen,4.0,"['1 pomme', '1 poire', '1 banane', '1 orange', '2 mandarines', '2 kiwis murs', '1 bocal de cerises bigarreaux (200g égoutté)', '1 cuillère à soupe de grand-marnier', '1 cuillère à soupe de sirop à la vanille', '1 cuillère à soupe de fruits noix de coco']"
45,45,https://www.marmiton.org/recettes/recette_ragout-de-porc-plat-du-reveillon-antillais_70393.aspx,5.0,2.0,236.0,Ragoût de porc (Plat du Réveillon Antillais),1h05,Niveau moyen,Coût moyen,6.0,"[""2 kg d'échine de porc"", '2 oignons', '6 cive (une belle botte)', ""4 gousses d'ail moyennes (2 pour la marinade et 2 pour la cuisson)"", ""3 feuilles de bois d'Inde"", '3 feuilles de laurier', '4 branches de thym', '1/2 bouquet de persil', 'Piment', 'Poivre', 'Sel', '6 clous de girofle', '1/2 verre de vinaigre', '1 citron vert', 'Huile neutre', 'Vin (facultatif)', 'Eau .']"
46,46,https://www.marmiton.org/recettes/recette_veloute-de-legumes-d-hiver_315026.aspx,3.0,1.0,680.0,Veloute de légumes d'hiver,50 min,facile,bon marché,6.0,"['250 g de potiron', '300 g de navet', '4 pommes de terre', '2 carottes', '1 navet long', '1 oignon', '1 poivron rouge', '20 cl de crème fraîche', '1 cube de bouillon de volaille ou fond de volaille', '1 cube de persil /ail', '25 cl de vin blanc']"
47,47,https://www.marmiton.org/recettes/recette_cake-aux-fruits-secs-et-au-miel-de-sapin_32289.aspx,4.8,12.0,329.0,Cake aux Fruits Secs et au Miel de Sapin,55 min,facile,Coût moyen,6.0,"['160 g de farine', '3 oeufs', '125 g de beurre', '1/2 sachet de levure', '1 pincée de sel', '125 g de sucre roux', '1 cuillère à soupe de gingembre et de cannelle', '100 g de miel de sapin', '25 g de raisins secs', ""50 g d'amandes"", '50 g de noisettes', '50 g de pignons']"
48,48,https://www.marmiton.org/recettes/recette_gratin-d-hiver-a-la-courge_221383.aspx,4.4,16.0,534.0,Gratin d'hiver à la courge,40 min,facile,bon marché,4.0,"['1 kg de courge', '150 g de semoule de couscous', '100 g de lardons allumette', '1 oignon', '5 cl de crème fraîche liquide', '50 g de gruyère', 'Poivre', 'Sel']"
49,49,https://www.marmiton.org/recettes/recette_verrines-d-hiver-carottes-chou-fleur-et-crabe_232090.aspx,0.0,0.0,124.0,"Verrines d'hiver : carottes, chou-fleur et crabe",15 min,facile,bon marché,2.0,"['1 carotte', '30 g de chou-fleur', '1 feuille de gélatine', '2 cuillères à soupe de crème', '1 boîte de miettes de crabe', '2 cuillères à soupe de vin blanc sec', 'Curry', 'Poivre', 'Sel']"
50,50,https://www.marmiton.org/recettes/recette_rhum-arrange-d-hiver-a-la-cannelle_27874.aspx,4.2,5.0,221.0,Rhum arrangé d'hiver à la cannelle,10 min,facile,Coût moyen,1.0,"['1 l de rhum blanc', '1 orange (zestes)', '1 mandarine (zestes)', '3 cuillères à soupe de sucre extra fin (quantité selon le goût)', '3 pruneaux', '1 gousse de vanille', '1 bâton de cannelle', '1 cuillère de café de café fort']"
51,51,https://www.marmiton.org/recettes/recette_lasagne-au-poulet-et-legumes-d-hiver_231703.aspx,4.8,4.0,252.0,Lasagne au poulet et légumes d'hiver,2h15,Niveau moyen,Coût moyen,4.0,"['400 g de carotte', '500 g de poireau', '200 g de champignon', '1 oignon', '2 filets de poulet', '1 pot de mascarpone', '1 petite boîte de sauce tomate', '1 boule de mozzarella', 'Gruyère râpé', '1/2 l de béchamel maison', 'feuille de lasagnes']"
52,52,https://www.marmiton.org/recettes/recette_cocotte-d-hiver-aux-saucisses-de-toulouse_343461.aspx,4.7,3.0,206.0,Cocotte d'hiver aux saucisses de Toulouse,2h10,facile,bon marché,6.0,"['6 saucisses de Toulouse', '1 chou vert', '4 carottes', '1/2 boule de céleri', '3 pommes', '1 cube de bouillon (volaille ou boeuf)', ""3.5 l d'eau"", '1 cuillère à soupe de beurre', ""1 cuillère à café d'huile de tournesol"", '10 grains de cumin', '1 pincée de sel']"
53,53,https://www.marmiton.org/recettes/recette_brownie-version-automne-hiver-aux-marrons_94872.aspx,4.3,3.0,96.0,Brownie version automne / hiver (aux marrons),1h10,facile,bon marché,6.0,"['150 g de chocolat à cuire', '50 g de crème de marron', '100 g de beurre + un petit peu pour le moule', '3 oeufs', '75 g de farine (ou moitié farine, moitié fécule de maïs) + un petit peu pour le moule', '150 g de sucre', '100 g de châtaigne', '2 cuillères à café de vanille liquide']"
54,54,https://www.marmiton.org/recettes/recette_capuccino-de-potiron-aux-epices-d-hiver_339443.aspx,0.0,0.0,35.0,Capuccino de potiron aux épices d’hiver,50 min,facile,bon marché,4.0,"['1 kg de potiron', '1 orange', '4 carottes', '15 cl de crème liquide très froide', '4 genièvre', ""1/2 cuillère à café d'anis"", 'Poivre', 'Sel', 'Poivre en grains']"
55,55,https://www.marmiton.org/recettes/recette_soupe-d-hiver-aux-5-legumes_65717.aspx,4.3,7.0,1000.0,Soupe d'hiver aux 5 légumes,30 min,très facile,bon marché,6.0,"['1 poireau', '1 oignon', '10 feuilles de chou frisé', '1 navet', '4 carottes', '1 bouillon de cube de volaille dégraissé', 'Poivre', 'Sel', 'Beurre', ""1.5 l d'eau""]"
56,56,https://www.marmiton.org/recettes/recette_soupe-d-hiver-pomme-de-terre-gorgonzola_343093.aspx,0.0,0.0,136.0,Soupe d'hiver : pomme de terre & Gorgonzola,1h15,facile,bon marché,4.0,"['1 kg de pomme de terre', '1 oignon', '20 cl de crème liquide entière', '70 g de gorgonzola', '3 branches de thym frais', ""2 cuillères à soupe d'huile d'olive"", ""1 gousse d'ail""]"
57,57,https://www.marmiton.org/recettes/recette_tisane-d-hiver-a-la-cardamome_253621.aspx,4.2,5.0,2000.0,Tisane d'hiver à la cardamome,20 min,facile,bon marché,4.0,"['10 gousses de cardamome', '1.5 cuillère à café de coriandre en graine', '1 feuille de laurier', '1 clou de girofle', '1/3 cuillère à café de gingembre en poudre', ""1 cuillère à café d'anis en graines""]"
58,58,https://www.marmiton.org/recettes/recette_salade-d-hiver-betterave-quinoa-feta-mache-noix_391578.aspx,5.0,2.0,0.0,Salade d'hiver - betterave quinoa feta mâche noix,20 min,très facile,bon marché,4.0,"['6 betteraves s cuites', '200 g de feta', '1 grand verre de moutarde de quinoa', '12 noix fraiches', 'Ciboulette', 'Vinaigre balsamique', ""Huile d'olive"", ""Moutarde à l'ancienne"", 'Sel', 'Poivre']"
59,59,https://www.marmiton.org/recettes/recette_feuillete-saumon-aneth-fromage-frais-en-forme-de-sapin_348886.aspx,5.0,4.0,740.0,Feuilleté saumon aneth fromage frais (en forme de sapin),,très facile,bon marché,6.0,"['2 pâtes feuilletées', '3 pavés de saumon', '20 g de fromage frais', 'Aneth', '1 citron', ""1 jaune d'oeuf""]"
60,60,https://www.marmiton.org/recettes/recette_salade-de-legumes-d-hiver-aux-amandes-et-au-paprika_27723.aspx,4.0,2.0,167.0,Salade de légumes d'hiver aux amandes et au paprika,20 min,facile,Coût moyen,8.0,"['2 céleri-rave', '4 endives', '400 g de champignon', ""200 g d'amandes concassées"", '50 cl de mayonnaise', '2 pommes pelées', '2 citrons', 'Poivre', 'Sel', '1 cuillère à café rase de paprika']"
61,61,https://www.marmiton.org/recettes/recette_galette-des-rois-facile_19012.aspx,4.9,237.0,10000.0,Galette des rois facile,45 min,très facile,bon marché,6.0,"['2 ronds de pâte feuilletée', ""125 g d'amandes en poudre"", '50 g de beurre', '100 g de sucre en poudre', '2 oeufs entier', ""1 jaune d'oeuf pour dorer"", 'Vanille en poudre', ""Liqueur d'amande"", '10 g de maïzena (1 cuillère à soupe rase)', '10 cl de lait', '1 cuillère de rhum (ou kirsch)']"
62,62,https://www.marmiton.org/recettes/recette_pieds-de-porc-cathares-aux-legumes-d-hiver_26240.aspx,4.3,3.0,89.0,Pieds de porc cathares aux légumes d'hiver,1h30,facile,bon marché,4.0,"['3 pieds de porc', '1 chou blanc ou vert de 1 kg', '2 cuillères de saindoux ou de graisse de canard', 'Aromate thym, laurier, oignon, carotte, céleri, clous de girofle, vin blanc, etc, pour les pieds', 'Poivre', 'Sel', 'Cumin pour le choux', 'Chapelure']"
63,63,https://www.marmiton.org/recettes/recette_sirop-de-sapin-rapide_47754.aspx,4.5,2.0,83.0,Sirop de sapin rapide,5 min,très facile,bon marché,1.0,['Sucre brun']
64,64,https://www.marmiton.org/recettes/recette_soupe-d-hiver-avec-un-reste-de-chou-blanc-tres-rapide_87803.aspx,4.7,18.0,935.0,Soupe d'hiver avec un reste de chou blanc (très rapide),40 min,très facile,bon marché,4.0,"['1/2 chou blanc', '1 oignon', '2 pommes de terre', '1 noix de beurre', 'Poivre', 'Sel']"
65,65,https://www.marmiton.org/recettes/recette_sirop-de-sapin_47790.aspx,5.0,1.0,133.0,Sirop de sapin,1h40,très facile,bon marché,1.0,"['Eau', 'Sucre']"
66,66,https://www.marmiton.org/recettes/recette_sables-de-noel-ausstecherle_33325.aspx,4.2,175.0,12000.0,Sablés de Noël (Ausstecherle),25 min,très facile,bon marché,10.0,"['3 oeufs', '500 g de farine', '250 beurre mou ou de bonne margarine', '250 g de sucre en poudre', ""1 zeste de citron ou d'orange (non traité ou bio)""]"
67,67,https://www.marmiton.org/recettes/recette_biscuits-de-noel-aux-amandes-alsace_25704.aspx,4.4,244.0,12000.0,Biscuits de Noël aux amandes (Alsace),1h10,facile,bon marché,30.0,"['280 g de farine', '210 g de beurre', ""100 g d'amandes en poudre"", '70 g de sucre', 'Sucre vanillé', 'Sucre glace']"
69,69,https://www.marmiton.org/recettes/recette_buche-de-noel-chocolat-poires_54068.aspx,4.7,173.0,16000.0,Bûche de Noël Chocolat - Poires,4h57,difficile,bon marché,8.0,"['4 oeufs', '115 g de sucre', '120 g de farine', ""25 g d'amandes effilées"", '4 oeufs', '125 g de chocolat noir pâtissier', '10 cl de crème fraîche (15 à 20%)', '3 poires de taille moyenne (William/Barlett)', '100 g de chocolat noir pâtissier', '8 cl de crème fraîche']"
70,70,https://www.marmiton.org/recettes/recette_buche-de-noel-facile_18219.aspx,4.5,159.0,16000.0,Bûche de Noël facile,55 min,facile,bon marché,4.0,"['4 oeufs', '140 g de sucre en poudre', '100 g de farine', '11 g de levure alsacienne', '250 g de chocolat', '200 g de beurre']"
71,71,https://www.marmiton.org/recettes/recette_galettes-de-pomme-de-terre_14072.aspx,4.0,176.0,15000.0,Galettes de pomme de terre,35 min,facile,bon marché,4.0,"['7 pommes de terre', '3 oignons', '1 oeuf', '3 cuillères à soupe de farine', 'Poivre', 'Sel', 'Huile']"
72,72,https://www.marmiton.org/recettes/recette_salade-d-hiver_35036.aspx,4.3,3.0,267.0,salade d'hiver,15 min,très facile,bon marché,4.0,"['2 endives', '1 barquette de mâche', '1 bulbe de fenouil frais', '1 pomme fruit', '8 noix', '3 champignons de Paris', '1/4 oignon', ""Huile d'olive"", 'Vinaigre de noix']"
73,73,https://www.marmiton.org/recettes/recette_galette-des-rois-rapide_15792.aspx,4.6,97.0,12000.0,Galette des rois rapide,35 min,très facile,bon marché,8.0,"['2 pâtes feuilletées', ""125 g d'amandes en poudre"", '125 g de beurre', '125 g de sucre', '2 oeufs entiers + 1 jaune', '1 fève']"
74,74,https://www.marmiton.org/recettes/recette_galette-comtoise_15853.aspx,4.7,63.0,2900.0,Galette comtoise,30 min,très facile,bon marché,6.0,"['1/4 l de lait', '100 g de sucre', '70 g de beurre', '130 g de farine', '4 oeufs (3 entiers + 1 blanc et le 4ème jaune pour dorer )', ""3 cuillères à soupe d'eau de fleur d'oranger""]"
75,75,https://www.marmiton.org/recettes/recette_veritables-galettes-sablees-bretonnes_28243.aspx,4.5,94.0,8000.0,Galettes sablées bretonnes véritables,20 min,très facile,bon marché,30.0,"['200 g de farine', '130 g de sucre', '1 sachet de sucre vanillé', '1 pincée de sel', '1/2 sachet de levure chimique', '125 g de beurre demi-sel', '1 oeuf', ""1 jaune d'oeuf + 5 cl d'eau pour la dorure""]"
76,76,https://www.marmiton.org/recettes/recette_galettes-de-courgettes-rapees_50134.aspx,4.7,86.0,11000.0,Galettes de courgettes râpées,43 min,très facile,bon marché,6.0,"['2 courgettes', ""1 gousse d'ail"", '2 oeufs', '1 tasse de farine', '3 cuillères à soupe de Fines herbes', 'Poivre', 'Sel']"
77,77,https://www.marmiton.org/recettes/recette_galettes-de-pommes-de-terre_12315.aspx,4.4,120.0,22000.0,Galettes de pommes de terre,40 min,facile,bon marché,6.0,"['6 pommes de terre', '2 cuillères à soupe de farine', '1 oeuf', '2 oignons', '1 botte de ciboulette', 'Huile']"
78,78,https://www.marmiton.org/recettes/recette_salade-de-noel_42728.aspx,4.8,38.0,16000.0,Salade de Noël,15 min,très facile,assez cher,1.0,"['1 salade (mâche, laitue)', '1 tranche de Foie gras', '1 tranche de saumon fumé', '1 tranche de jambon fumé', ""1 tranche de pain d'épices"", '3 fines tranches de pomme', 'Cerneau de noix', 'Pignons de pin', '2 grains de raisin', '2 tomates cerise', ""3 cuillères à soupe d'huile de tournesol"", '2 cuillères à café de moutarde', '3 cuillères à soupe de vinaigre de framboise', 'Poivre', 'Sel', '2 cuillères à café de miel']"
79,79,https://www.marmiton.org/recettes/recette_fromage-blanc-d-hiver_222814.aspx,5.0,1.0,44.0,Fromage blanc d'hiver,10 min,facile,bon marché,2.0,"['250 g de fromage blanc', ""1 cuillère à soupe de sirop d'érable"", '2 pruneaux', '2 abricots secs', '2 noix (Selon les envies, ajouter des raisins secs, figues, dattes...)']"
80,80,https://www.marmiton.org/recettes/recette_soupe-soleil-d-hiver_46779.aspx,4.0,1.0,76.0,Soupe soleil d'hiver,40 min,très facile,bon marché,4.0,"['2 oignons', '1 grosse boîte de tomates pelées ou 500g de coulis de tomates', ""2 gousses d'ail (selon les goûts)"", '3 pommes de terre moyennes', '2 filets de poulet', '1 bouillon cube', '2 cuillères à soupe de persil', '1 feuille de laurier', 'Thym', 'Romarin', 'Sarriette', ""Huile d'olive""]"
81,81,https://www.marmiton.org/recettes/recette_petits-sables-de-noel_232539.aspx,4.7,66.0,3700.0,Petits sablés de Noël,40 min,très facile,bon marché,40.0,"[""125 g d'amandes moulues"", '125 g de beurre mou', '125 g de sucre glace', '1 sachet de sucre vanillé', '2 cuillères à café de cannelle', '1 pincée de sel', '2 oeufs', '300 g de farine']"
82,82,https://www.marmiton.org/recettes/recette_soupe-soleil-d-hiver_46779.aspx,4.0,1.0,76.0,Soupe soleil d'hiver,40 min,très facile,bon marché,4.0,"['2 oignons', '1 grosse boîte de tomates pelées ou 500g de coulis de tomates', ""2 gousses d'ail (selon les goûts)"", '3 pommes de terre moyennes', '2 filets de poulet', '1 bouillon cube', '2 cuillères à soupe de persil', '1 feuille de laurier', 'Thym', 'Romarin', 'Sarriette', ""Huile d'olive""]"
83,83,https://www.marmiton.org/recettes/recette_pennes-d-hiver_84735.aspx,5.0,3.0,188.0,Pennes d'hiver,40 min,très facile,bon marché,4.0,"['1 pomme de terre', '1 navet', '1 betterave', '1 oignon', '250 g de penne', 'Romarin', '300 g de parmesan', 'Beurre', 'Poivre', 'Sel', 'Huile', '1 cube de bouillon de légumes']"
84,84,https://www.marmiton.org/recettes/recette_petits-sables-de-noel_232539.aspx,4.7,66.0,3700.0,Petits sablés de Noël,40 min,très facile,bon marché,40.0,"[""125 g d'amandes moulues"", '125 g de beurre mou', '125 g de sucre glace', '1 sachet de sucre vanillé', '2 cuillères à café de cannelle', '1 pincée de sel', '2 oeufs', '300 g de farine']"
85,85,https://www.marmiton.org/recettes/recette_galette-saucisse_528018.aspx,3.0,1.0,0.0,Galette saucisse,10 min,très facile,bon marché,4.0,"['4 galettes (bretonnes)', '4 saucisses de Bretagne']"
86,86,https://www.marmiton.org/recettes/recette_biscuit-d-hiver_172448.aspx,0.0,0.0,56.0,biscuit d'hiver,1 h,très facile,bon marché,6.0,"['4 oeufs', '150 g de sucre en poudre', ""100 g de farine -- 1 cuil à café d'extrait de vanille bourbon"", 'zeste de citron vert', '1/2 cuillère à café de cannelle moulue']"
87,87,https://www.marmiton.org/recettes/recette_la-pate-a-galettes-de-ble-noir-traditionnelle_35351.aspx,4.5,200.0,15000.0,La pâte à galettes de blé noir traditionnelle,20 min,facile,bon marché,10.0,"['330 g de farine de blé noir', '10 g de gros sel', ""75 cl d'eau froide"", '1 oeuf']"
